City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,mbaiki,3.8678,17.9892,21.61,98,62,0.76,CF,1726620225
359,neiafu,-18.65,-173.9833,23.38,83,100,3.09,TO,1726620225
360,ain sefra,32.75,-0.5833,18.76,69,66,2.71,DZ,1726620225
361,sur,22.5667,59.5289,29.25,54,0,4.69,OM,1726620225
362,reyes,-14.3167,-67.3833,23.89,48,5,0.72,BO,1726620226
363,la'ie,21.6477,-157.9253,30.98,73,100,5.99,US,1726620226
364,cooper's town,26.8667,-77.5167,29.28,71,100,2.56,BS,1726620226
365,flying fish cove,-10.4217,105.6791,24.82,83,75,3.09,CX,1726620226
366,port moresby,-9.4431,147.1797,28.68,74,40,5.14,PG,1726620212
367,port alfred,-33.5906,26.891,16.13,86,23,6.79,ZA,1726620226
368,skelleftea,64.7507,20.9528,11.11,100,100,3.6,SE,1726620226
369,diok'nisi,41.6293,42.3917,13.43,92,64,1.12,GE,1726620226
370,blackwater,-23.5833,148.8833,24.06,37,3,3.84,AU,1726620226
371,makueni boma,-1.8041,37.6203,17.47,81,100,1.83,KE,1726620226
372,kupang,-10.1667,123.5833,26.32,100,75,3.6,ID,1726620226
373,krasnokamsk,58.0802,55.7541,13.09,88,7,1.56,RU,1726620226
374,pisco,-13.7,-76.2167,17.03,82,20,4.63,PE,1726620226
375,lamu,-2.2717,40.902,24.72,81,0,6.25,KE,1726620226
376,ponta delgada,37.7333,-25.6667,22.4,78,40,4.63,PT,1726620227
377,weno,7.4515,151.8468,32.97,75,100,3.6,FM,1726620227
378,anina,45.0794,21.8569,9.32,68,2,2.21,RO,1726620227
379,cromwell,41.5951,-72.6454,19.15,84,0,0.0,US,1726620227
380,carutapera,-1.195,-46.02,25.45,77,0,4.91,BR,1726620227
381,minab,27.1467,57.0801,28.71,63,0,0.41,IR,1726620227
382,minna,9.6139,6.5569,22.4,95,87,1.03,NG,1726620227
383,kwang binh,17.4833,106.6,26.05,89,100,2.4,VN,1726620015
384,murzuq,25.9155,13.9184,31.59,21,6,5.01,LY,1726620227
385,paita,-5.0892,-81.1144,17.44,87,23,6.11,PE,1726620227
386,mooloolaba,-26.6833,153.1167,23.37,79,4,1.79,AU,1726620227
387,veraval,20.9,70.3667,24.58,81,0,3.66,IN,1726620228
388,seka,17.9285,103.9552,23.74,93,100,2.69,TH,1726620228
389,takanosu,40.2219,140.3694,20.36,94,75,1.03,JP,1726620228
390,chauk,20.8833,94.8167,29.05,74,100,1.5,MM,1726620228
391,buenaventura,3.8801,-77.0312,25.32,95,81,0.73,CO,1726620002
392,kambove,-10.8764,26.5969,18.77,30,3,1.09,CD,1726620228
393,vadso,70.0744,29.7487,9.09,93,75,2.06,NO,1726620228
394,gizo,-8.103,156.8419,28.13,78,77,4.7,SB,1726620228
395,shingu,33.7333,135.9833,31.18,64,11,2.42,JP,1726620228
396,pasuquin,18.3328,120.6177,26.97,94,75,2.06,PH,1726620228
397,tuy hoa,13.0833,109.3,25.66,88,100,3.06,VN,1726620228
398,itamaraca,-7.7478,-34.8256,23.9,80,4,3.82,BR,1726620228
399,sisimiut,66.9395,-53.6735,2.45,74,100,1.68,GL,1726620229
400,fuglafjordur,62.244,-6.814,13.96,88,95,7.43,FO,1726620229
401,sohag,26.557,31.6948,28.16,36,0,4.25,EG,1726620229
402,lompoc,34.6391,-120.4579,19.18,68,0,9.26,US,1726620229
403,broome,42.2506,-75.833,18.15,69,100,1.12,US,1726620229
404,butembo,0.15,29.2833,14.47,85,14,0.96,CD,1726620229
405,douglas,41.3,-96.167,26.84,67,0,5.14,US,1726620229
406,kiomboi,-4.2667,34.3667,17.98,57,13,2.21,TZ,1726620229
407,princeville,45.7668,-61.2985,21.36,85,0,6.17,CA,1726620229
408,imperatriz,-5.5264,-47.4917,29.75,38,25,0.86,BR,1726620229
409,petauke,-14.2426,31.3253,21.21,35,0,2.85,ZM,1726620229
410,luderitz,-26.6481,15.1594,11.66,88,0,6.14,NA,1726620229
411,batticaloa,7.7102,81.6924,26.54,74,5,2.66,LK,1726620229
412,nizhnesortymskiy,62.4397,71.7603,11.69,94,100,4.81,RU,1726620230
413,kota kinabalu,5.9749,116.0724,27.99,83,20,2.24,MY,1726620003
414,whitehorse,60.7161,-135.0538,12.43,46,75,3.6,CA,1726620230
415,kavaratti,10.5669,72.642,27.44,78,5,7.43,IN,1726620230
416,kapa'a,22.0752,-159.319,30.18,68,20,6.69,US,1726620230
417,syktyvkar,61.6764,50.8099,5.85,100,20,2.0,RU,1726620230
418,san kamphaeng,18.7449,99.1195,25.01,99,75,2.06,TH,1726620230
419,sirte,31.2089,16.5887,27.07,75,100,8.57,LY,1726620230
420,albert lea,43.648,-93.3683,25.55,61,0,2.57,US,1726620230
421,truth or consequences,33.1284,-107.2528,32.13,20,0,10.29,US,1726620230
422,vila franca do campo,37.7167,-25.4333,22.23,92,40,1.93,PT,1726620230
423,esbjerg,55.4667,8.45,11.73,91,75,2.06,DK,1726620230
424,kodiak,57.79,-152.4072,13.73,72,75,6.69,US,1726620230
425,noumea,-22.2763,166.4572,20.15,57,99,4.63,NC,1726620230
426,polovinnoye,54.7914,65.9864,6.19,72,0,2.39,RU,1726620230
427,lambayeque,-6.7011,-79.9061,17.06,82,75,9.77,PE,1726620057
428,san felipe,10.3399,-68.7425,24.98,72,100,1.36,VE,1726620230
429,vyazemskiy,47.5378,134.7525,17.56,49,16,2.77,RU,1726620231
430,alto barinas,8.5931,-70.2261,24.11,84,18,1.46,VE,1726620206
431,ejura,7.3856,-1.3562,22.05,95,88,1.7,GH,1726620231
432,port douglas,-16.4833,145.4667,23.59,78,100,7.33,AU,1726620231
433,ialibu,-6.2821,143.9935,23.66,51,11,1.6,PG,1726620231
434,rocha,-34.4833,-54.3333,13.49,74,100,5.2,UY,1726620145
435,nuuk,64.1835,-51.7216,1.34,100,100,3.09,GL,1726620231
436,machico,32.7,-16.7667,22.35,70,20,4.63,PT,1726620231
437,antsiranana,-12.2787,49.2917,22.27,74,0,6.48,MG,1726620231
438,dzerzhinskoye,56.8344,95.2283,4.07,97,100,4.92,RU,1726620231
439,labasa,-16.4167,179.3833,25.06,74,95,3.48,FJ,1726620231
440,zamora,-4.0692,-78.9567,19.81,98,90,0.88,EC,1726619949
441,arraial do cabo,-22.9661,-42.0278,21.29,75,0,4.89,BR,1726620231
442,gilgit,35.9221,74.3087,17.63,50,5,0.52,PK,1726620231
443,yambio,4.5721,28.3955,19.66,96,21,1.34,SS,1726620231
444,zhezqazghan,47.7833,67.7667,10.94,30,100,8.63,KZ,1726620231
445,paragominas,-2.9667,-47.4833,26.88,60,3,2.4,BR,1726620232
446,taltal,-25.4,-70.4833,17.03,61,0,2.04,CL,1726620020
447,les cayes,18.2,-73.75,27.49,82,89,2.11,HT,1726620232
448,quibala,-10.7337,14.98,18.86,89,13,1.67,AO,1726620232
449,changyon,38.2508,125.0961,23.24,86,100,1.31,KP,1726620232
450,cova figueira,14.8905,-24.2934,20.4,81,75,2.54,CV,1726620232
451,abepura,-2.6333,140.5833,29.45,70,20,3.6,ID,1726620232
452,sparti,37.0733,22.4297,20.53,83,100,0.54,GR,1726620232
453,jeremoabo,-10.075,-38.4808,18.71,78,0,3.01,BR,1726620232
454,busan,35.1028,129.0403,29.99,74,40,1.54,KR,1726620232
455,pechora,65.1472,57.2244,10.88,96,100,2.62,RU,1726620232
456,turner,44.2565,-70.2562,21.86,77,100,0.45,US,1726620232
457,howrah,22.5892,88.3103,27.0,94,40,0.0,IN,1726620232
458,bonthe,7.5264,-12.505,25.1,87,3,1.46,SL,1726620232
459,vorkuta,67.5,64.0,10.43,89,100,4.65,RU,1726620232
460,khandyga,62.6667,135.6,4.61,72,99,2.78,RU,1726620233
461,crane,31.3974,-102.3501,29.18,48,2,8.94,US,1726620233
462,pacific grove,36.6177,-121.9166,16.87,88,75,4.63,US,1726620233
463,kill devil hills,36.0307,-75.676,23.88,95,100,3.21,US,1726620233
464,hanceville,34.0607,-86.7675,22.23,65,6,1.37,US,1726620233
465,altai,46.3722,96.2583,8.98,46,3,1.34,MN,1726620233
466,tolanaro,-25.0319,46.9987,21.04,94,20,8.23,MG,1726620233
467,abalak,58.1286,68.5944,6.02,82,7,2.88,RU,1726620233
468,essaouira,31.5125,-9.77,19.72,82,20,1.03,MA,1726620233
469,greeley,40.4233,-104.7091,22.01,49,100,1.54,US,1726619994
470,guanica,17.9716,-66.908,29.1,71,5,3.02,PR,1726620233
471,buala,-8.145,159.5921,29.15,72,33,3.2,SB,1726620233
472,xingcheng,40.6167,120.7167,21.65,54,52,4.11,CN,1726620233
473,westport,41.1415,-73.3579,20.67,82,93,2.41,US,1726620233
474,kasungu,-13.0333,33.4833,19.21,49,5,2.64,MW,1726620233
475,mancio lima,-7.6142,-72.8958,27.04,83,0,0.0,BR,1726620234
476,leninskoye,41.7589,69.3864,16.31,35,100,2.38,KZ,1726620234
477,letterkenny,54.95,-7.7333,10.64,92,6,1.36,IE,1726620234
478,tarawa,1.419,172.984,28.11,68,70,1.58,KI,1726620234
479,ngozi,-2.9075,29.8306,15.9,64,23,0.77,BI,1726620234
480,moreno valley,33.9375,-117.2306,24.17,46,20,5.66,US,1726620150
481,djambala,-2.5447,14.7533,21.18,87,12,2.2,CG,1726620234
482,howard springs,-12.497,131.047,27.77,76,100,6.04,AU,1726620234
483,ndjole,-0.1783,10.7649,23.63,96,100,1.71,GA,1726620234
484,nouadhibou,20.931,-17.0347,21.99,83,0,6.69,MR,1726620234
485,manicore,-5.8092,-61.3003,30.7,26,0,1.55,BR,1726620234
486,priargunsk,50.3691,119.1012,11.8,37,26,3.26,RU,1726620234
487,nagqu,31.5,92.0,4.31,79,34,1.8,CN,1726620234
488,kourou,5.1552,-52.6478,26.6,81,1,4.28,GF,1726620141
489,esmeralda,21.8525,-78.1169,26.44,92,99,2.52,CU,1726620234
490,sinaloa de leyva,25.8333,-108.2333,26.47,70,0,1.98,MX,1726620234
491,gulf shores,30.246,-87.7008,27.22,90,40,0.0,US,1726620234
492,gadzhiyevo,69.2551,33.3362,10.2,81,100,1.65,RU,1726620235
493,pointe aux piments,-20.0628,57.5131,20.29,85,12,5.26,MU,1726620235
494,nishinoomote,30.7333,131.0,29.31,89,75,7.2,JP,1726620235
495,severobaykal'sk,55.65,109.3167,3.77,54,11,2.23,RU,1726620235
496,khanty-mansiysk,61.0042,69.0019,11.06,82,0,3.0,RU,1726620235
497,jimenez,28.3333,-105.4,30.51,28,1,2.59,MX,1726620235
498,souillac,-20.5167,57.5167,22.21,78,75,5.66,MU,1726620235
499,adam,22.3756,57.5233,27.85,47,0,0.93,OM,1726620235
500,kampong thom,12.7111,104.8887,26.11,90,100,3.2,KH,1726620235
501,ciutadella,40.0011,3.8414,19.85,69,100,5.79,ES,1726620235
502,la rioja,42.25,-2.5,6.88,94,5,1.87,ES,1726620235
503,montecito,34.4367,-119.6321,21.54,62,0,4.12,US,1726620235
504,mugia,43.1041,-9.2179,16.62,70,4,5.94,ES,1726620235
505,revda,56.801,59.9303,9.17,96,60,2.08,RU,1726620235
506,ampanihy,-24.7,44.75,18.64,96,98,2.63,MG,1726620235
507,letlhakeng,-24.0944,25.0298,16.55,15,0,3.67,BW,1726620235
508,port augusta,-32.5,137.7667,22.11,11,0,7.24,AU,1726620236
509,codrington,-38.2667,141.9667,16.33,55,5,9.55,AU,1726620236
510,kolokani,13.5728,-8.0339,24.1,86,98,2.05,ML,1726620236
511,agadez,19.75,10.25,34.26,30,86,4.81,NE,1726620236
512,palmas,-10.2128,-48.3603,30.93,37,0,1.03,BR,1726620236
513,new norfolk,-42.7826,147.0587,13.17,96,96,3.43,AU,1726620236
514,yokadouma,3.5167,15.05,20.53,99,47,1.0,CM,1726620236
515,rudnya,54.947,31.0934,12.69,60,1,2.82,RU,1726620236
516,antofagasta,-23.65,-70.4,13.6,71,35,3.59,CL,1726620236
517,tommot,58.9564,126.2925,4.55,75,100,5.11,RU,1726620236
518,boueni,-12.9025,45.0761,21.99,69,0,1.37,YT,1726620236
519,fortuna,40.5982,-124.1573,17.74,80,40,3.09,US,1726620236
520,uliastay,47.7417,96.8444,7.9,53,87,1.88,MN,1726620237
521,zaltan,32.947,11.8665,25.58,77,9,7.85,LY,1726620237
522,valley city,46.9233,-98.0032,27.29,65,40,3.09,US,1726620237
523,khovd,48.0056,91.6419,1.68,99,100,1.04,MN,1726620237
524,valenca,-13.3703,-39.0731,19.63,90,0,0.72,BR,1726620237
525,sierra vista,31.5545,-110.3037,27.25,38,40,8.75,US,1726620089
526,abu dhabi,24.4667,54.3667,33.3,65,0,2.57,AE,1726620237
527,qacha's nek,-30.1154,28.6894,9.09,90,99,0.58,LS,1726620237
528,chatellerault,46.8,0.5333,15.31,88,4,3.81,FR,1726620237
529,dubbo,-32.25,148.6167,15.07,44,0,1.54,AU,1726620237
530,mogok,22.9167,96.5,20.52,95,17,0.4,MM,1726620237
531,seeb,23.6703,58.1891,30.05,84,20,2.06,OM,1726620237
532,le vauclin,14.5452,-60.8388,28.03,83,0,1.54,MQ,1726620237
533,fedorovskiy,45.0972,40.9517,16.27,73,54,7.66,RU,1726620237
534,loei,17.4167,101.5,19.65,89,100,0.82,TH,1726620238
535,grants,35.1473,-107.8514,22.13,30,0,4.63,US,1726620238
536,zemio,5.0314,25.1361,20.21,92,53,1.06,CF,1726620238
537,bahia honda,22.9036,-83.1592,27.45,85,93,0.86,CU,1726620238
538,lodwar,3.1191,35.5973,27.91,45,25,7.88,KE,1726620238
539,berdigestyakh,62.0989,126.6992,2.29,97,100,3.33,RU,1726620238
540,shambu,9.5667,37.1,10.5,95,100,0.42,ET,1726620238
541,bafia,4.75,11.2333,20.58,99,100,0.81,CM,1726620238
542,akureyri,65.6835,-18.0878,6.96,93,100,3.09,IS,1726620238
543,wynyard,-41.0,145.7167,12.33,79,81,4.02,AU,1726620238
544,dauphin,51.1494,-100.0502,23.08,60,0,5.14,CA,1726620161
545,san luis de la loma,17.2706,-100.8939,28.3,85,100,2.9,MX,1726620238
546,sabha,27.0377,14.4283,31.98,20,7,6.55,LY,1726620238
547,upper dir,35.2058,71.8756,16.37,45,0,3.87,PK,1726620238
548,kitimat,54.0524,-128.6534,19.82,64,14,4.02,CA,1726619977
549,opuwo,-18.0607,13.84,17.06,27,0,0.84,NA,1726620238
550,revelstoke,50.9832,-118.2023,23.01,53,0,1.54,CA,1726620238
551,realico,-35.0366,-64.2447,16.15,59,27,3.7,AR,1726620239
552,saint john,45.2727,-66.0677,14.57,94,75,2.57,CA,1726620239
553,bengkulu,-3.8004,102.2655,24.97,75,100,1.6,ID,1726620239
554,bayanhongor,46.7167,100.1167,9.21,36,0,1.26,MN,1726620239
555,bukama,-9.2,25.85,24.42,31,6,1.06,CD,1726620239
556,masterton,-40.9597,175.6575,10.35,58,70,2.22,NZ,1726620239
557,baardheere,2.3446,42.2764,24.12,83,23,5.46,SO,1726620239
558,acarau,-2.8856,-40.12,25.39,81,3,8.65,BR,1726620239
559,cabedelo,-6.9811,-34.8339,24.37,80,0,4.9,BR,1726620239
560,'ali al gharbi,32.4633,46.6864,30.7,31,0,6.88,IQ,1726620239
561,porto velho,-8.7619,-63.9039,30.03,62,13,1.03,BR,1726620239
562,esparza,9.9945,-84.6647,25.39,91,100,0.65,CR,1726620239
563,teluknaga,-6.0989,106.6381,26.32,65,20,4.12,ID,1726620140
564,kikwit,-5.041,18.8162,24.41,73,7,0.66,CD,1726620239
565,krapivinskiy,54.9992,86.8133,4.34,73,100,1.08,RU,1726620239
566,chongwe,-15.3292,28.682,21.87,31,0,4.07,ZM,1726620239
